final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1677.0000557572375,0.6770000557572375,0.16951989656276312,-0.18035525670253502,0.9626824885500664,0.9399,1.0902,0.6666666666666666,1.8839,3.7678,2,64.2,24,1.462603,-0.785603,-0.6386
