final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1414.450173765145,0.41445017376514515,0.11073557922783328,-0.07902185770816703,1.0963015212740284,1.4013,1.2175,0.7619047619047619,2.8457,9.1064,2,73.3,21,0.72921,-0.314759,-0.6437
