final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2431.3683749502948,1.4313683749502948,0.19433976130763964,-0.1058225144443874,1.6498780713208387,1.8365,1.4782,0.5234899328859061,2.3454,2.5767,7,7.4,149,4.812182,-3.380813,-0.6436
