final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1464.2343850565726,0.46423438505657266,0.12243423185584468,-0.19485253596077132,0.6749831773879849,0.6283,0.6997,0.6428571428571429,2.5202,4.5364,2,101.6,14,1.462603,-0.998369,-0.7882
