final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1370.1519802484513,0.3701519802484514,0.09922578243508662,-0.17014718003520626,0.8762715127414193,0.5832,0.7799,0.45893719806763283,1.5984,1.3557,8,9.7,207,2.380892,-2.01074,-1.1869
