final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1513.8302849278234,0.5138302849278233,0.08653580971551111,-0.31028671132710883,0.4388783085089438,0.2789,0.427,0.4576271186440678,1.7309,1.4605,7,31.9,59,1.081153,-0.567323,-0.1977
