final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1696.3854383400835,0.6963854383400836,0.11158164935019088,-0.29987852348194416,0.6482199067468754,0.3721,0.6097,0.65,1.7004,3.1579,3,47.0,40,0.964071,-0.267685,-0.1697
