final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2294.0981124150258,1.2940981124150257,0.18054596193436834,-0.0719137728723887,1.7246378272225722,2.5106,1.3621,0.575,2.3362,3.1607,6,7.8,120,4.812182,-3.518084,-0.6544
