final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1718.0637399248176,0.7180637399248175,0.17654489991216504,-0.07803742471521491,1.7111496773541328,2.2623,1.4674,0.5543478260869565,2.1401,2.662,6,7.1,92,2.333172,-1.615108,-0.6515
