final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1578.2804192001524,0.5782804192001525,0.0956411030982971,-0.24905645201987192,0.599518203218212,0.384,0.5506,0.5102040816326531,2.3446,2.4423,4,38.4,49,0.964071,-0.38579,-0.2429
