final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1640.0762051943236,0.6400762051943236,0.10394966418621587,-0.15027948030701804,0.9419448052049614,0.6917,0.8433,0.48175182481751827,1.6478,1.5317,10,11.1,274,2.128868,-1.488792,-0.5623
