final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1290.9955044658295,0.29099550446582945,0.052452652671374445,-0.12157876696650027,0.6363077987762729,0.4314,0.5999,0.5142857142857142,2.3036,2.4391,7,51.9,35,0.177442,0.113554,0.0677
