final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1538.3416627586137,0.5383416627586137,0.13825378843100422,-0.10339998376929523,1.1815508710047027,1.3371,1.0123,0.4727272727272727,2.3618,2.1174,9,7.6,110,2.195279,-1.656937,-0.7092
